amount,hour,merchant_category,city,is_weekend,is_fraud
4.37,13,mobile_money,Lira,True,0
88.09,10,transport,Lira,True,0
131.02,8,transport,Jinja,False,0
7.77,14,grocery_store,Lira,True,0
92.16,14,mobile_money,Gulu,True,0
301.59,12,electronics,Mbarara,True,0
119.92,19,clothing,Entebbe,True,0
3.1,15,pharmacy,Kampala,True,0
70.09,16,supermarket,Kampala,True,0
23.5,16,pharmacy,Lira,True,0
1.51,8,mobile_money,Kampala,False,0
44.88,8,telecom,Mbarara,False,0
7.15,8,hospital,Kampala,False,0
45.01,8,telecom,Gulu,False,0
3.81,10,telecom,Jinja,True,0
46.86,13,restaurant,Entebbe,True,0
471.96,10,mobile_money,Gulu,True,0
156.14,17,telecom,Gulu,True,0
5.9,13,restaurant,Jinja,True,0
629.18,19,electronics,Entebbe,True,0
57.68,15,grocery_store,Gulu,True,0
48.41,16,fuel_station,Kampala,True,0
632.04,16,grocery_store,Mbarara,True,0
562.39,17,grocery_store,Gulu,True,0
15.26,9,grocery_store,Gulu,False,0
8.04,16,grocery_store,Jinja,True,0
3.65,12,fuel_station,Jinja,True,0
57.96,10,school,Entebbe,True,0
30.89,17,pharmacy,Jinja,True,0
554.41,15,clothing,Mbarara,True,0
4.51,14,electronics,Gulu,True,0
3.75,13,grocery_store,Entebbe,True,0
1.26,15,mobile_money,Entebbe,True,0
637.21,14,pharmacy,Entebbe,True,0
216.46,14,mobile_money,Kampala,True,0
21.77,15,clothing,Jinja,True,0
7.55,14,mobile_money,Mbarara,True,0
2.52,19,supermarket,Jinja,True,0
3.92,13,fuel_station,Entebbe,True,0
300.71,19,fuel_station,Lira,True,0
465.47,15,electronics,Entebbe,True,0
3.05,15,fuel_station,Jinja,True,0
6.59,12,pharmacy,Kampala,True,0
455.57,15,mobile_money,Entebbe,True,0
7.72,14,mobile_money,Mbarara,True,0
34.18,8,pharmacy,Entebbe,False,0
46.54,19,telecom,Lira,True,0
4.67,11,clothing,Entebbe,True,0
4.57,19,clothing,Kampala,True,0
558.03,11,pharmacy,Jinja,True,0
5.59,17,clothing,Jinja,True,0
3.5,14,school,Kampala,True,0
61.19,11,school,Gulu,True,0
268.66,15,transport,Entebbe,True,0
4.35,16,fuel_station,Lira,True,0
56.42,10,restaurant,Lira,True,0
5.95,17,pharmacy,Gulu,True,0
13.0,10,transport,Kampala,True,0
43.56,9,transport,Gulu,False,0
294.42,8,restaurant,Gulu,False,0
125.92,17,electronics,Kampala,True,0
46.13,13,transport,Mbarara,True,0
124.27,13,hospital,Mbarara,True,0
48.54,17,grocery_store,Mbarara,True,0
2.4,12,electronics,Jinja,True,0
47.39,12,supermarket,Entebbe,True,0
91.01,10,mobile_money,Gulu,True,0
2.34,16,clothing,Lira,True,0
2.67,19,mobile_money,Kampala,True,0
1.41,15,restaurant,Entebbe,True,0
15.54,16,electronics,Kampala,True,0
271.03,16,clothing,Mbarara,True,0
1.55,11,fuel_station,Kampala,True,0
35.0,9,electronics,Kampala,False,0
55.57,14,restaurant,Lira,True,0
7.53,15,hospital,Mbarara,True,0
154.49,10,school,Entebbe,True,0
480.01,12,electronics,Lira,True,0
12.7,8,pharmacy,Jinja,False,0
146.47,9,supermarket,Kampala,False,0
553.3,13,school,Lira,True,0
10.96,15,fuel_station,Kampala,True,0
247.77,16,pharmacy,Kampala,True,0
27.05,13,pharmacy,Jinja,True,0
15.03,17,electronics,Gulu,True,0
1.38,14,transport,Lira,True,0
225.57,12,pharmacy,Entebbe,True,0
3.08,17,telecom,Jinja,True,0
22.33,16,electronics,Gulu,True,0
1.34,16,mobile_money,Lira,True,0
285.02,16,mobile_money,Gulu,True,0
58.04,9,grocery_store,Lira,False,0
72.53,16,clothing,Kampala,True,0
1.36,9,fuel_station,Jinja,False,0
61.53,14,clothing,Gulu,True,0
13.83,15,mobile_money,Jinja,True,0
42.67,16,supermarket,Lira,True,0
36.16,16,hospital,Entebbe,True,0
26.36,16,clothing,Kampala,True,0
224.26,17,transport,Entebbe,True,0
1.13,13,restaurant,Gulu,True,0
4.36,11,fuel_station,Jinja,True,0
47.68,14,clothing,Jinja,True,0
1.22,16,transport,Mbarara,True,0
25.95,13,mobile_money,Mbarara,True,0
59.36,17,clothing,Entebbe,True,0
635.42,10,school,Entebbe,True,0
2.82,10,school,Jinja,True,0
4.29,16,clothing,Entebbe,True,0
7.22,13,supermarket,Gulu,True,0
42.27,17,supermarket,Kampala,True,0
123.3,10,pharmacy,Kampala,True,0
72.96,12,pharmacy,Kampala,True,0
158.82,10,supermarket,Jinja,True,0
1.39,9,clothing,Entebbe,False,0
475.64,12,school,Lira,True,0
267.37,16,hospital,Entebbe,True,0
24.81,19,pharmacy,Jinja,True,0
95.95,10,hospital,Kampala,True,0
293.1,18,mobile_money,Kampala,True,0
43.57,14,supermarket,Kampala,True,0
22.08,15,grocery_store,Kampala,True,0
31.97,13,transport,Mbarara,True,0
3.5,17,hospital,Jinja,True,0
274.39,11,pharmacy,Entebbe,True,0
60.42,16,fuel_station,Mbarara,True,0
33.35,15,grocery_store,Kampala,True,0
15.38,17,telecom,Entebbe,True,0
2.17,14,hospital,Lira,True,0
229.1,11,hospital,Entebbe,True,0
48.85,18,mobile_money,Mbarara,True,0
3.43,9,grocery_store,Kampala,False,0
2.7,11,hospital,Lira,True,0
40.02,9,supermarket,Lira,False,0
271.39,17,telecom,Jinja,True,0
4.44,18,transport,Gulu,True,0
2.58,17,grocery_store,Kampala,True,0
60.4,12,school,Mbarara,True,0
46.15,15,restaurant,Gulu,True,0
57.46,9,clothing,Entebbe,False,0
497.77,12,telecom,Lira,True,0
629.38,16,electronics,Entebbe,True,0
70.82,10,restaurant,Gulu,True,0
298.05,18,clothing,Lira,True,0
4.22,19,transport,Mbarara,True,0
2.81,13,hospital,Mbarara,True,0
637.56,16,pharmacy,Lira,True,0
23.79,15,mobile_money,Mbarara,True,0
34.57,16,hospital,Gulu,True,0
61.71,9,grocery_store,Jinja,False,0
1.27,15,mobile_money,Entebbe,True,0
14.26,12,clothing,Kampala,True,0
22.82,10,transport,Entebbe,True,0
59.79,18,electronics,Lira,True,0
4.5,19,hospital,Jinja,True,0
3.34,18,mobile_money,Kampala,True,0
270.52,9,clothing,Jinja,False,0
31.51,13,mobile_money,Gulu,True,0
11.95,17,clothing,Jinja,True,0
45.21,10,clothing,Entebbe,True,0
269.67,19,hospital,Lira,True,0
30.37,12,electronics,Entebbe,True,0
57.82,11,restaurant,Jinja,True,0
1.14,12,school,Gulu,True,0
139.77,9,hospital,Kampala,False,0
603.53,17,grocery_store,Lira,True,0
14.58,10,telecom,Mbarara,True,0
219.67,19,grocery_store,Entebbe,True,0
549.3,15,school,Kampala,True,0
12.11,12,restaurant,Jinja,True,0
6.46,10,restaurant,Mbarara,True,0
63.01,10,hospital,Lira,True,0
15.46,11,clothing,Entebbe,True,0
2.52,12,restaurant,Jinja,True,0
517.24,17,pharmacy,Gulu,True,0
40.4,10,mobile_money,Gulu,True,0
145.26,17,grocery_store,Mbarara,True,0
22.45,17,grocery_store,Mbarara,True,0
55.67,18,fuel_station,Gulu,True,0
2.58,12,fuel_station,Gulu,True,0
65.0,8,grocery_store,Mbarara,False,0
2.91,16,telecom,Jinja,True,0
595.3,12,pharmacy,Gulu,True,0
12.45,10,telecom,Entebbe,True,0
90.4,11,restaurant,Gulu,True,0
1.11,19,transport,Jinja,True,0
81.49,12,transport,Kampala,True,0
1.45,13,school,Entebbe,True,0
1.49,17,mobile_money,Jinja,True,0
38.36,11,restaurant,Gulu,True,0
52.57,12,restaurant,Entebbe,True,0
13.36,14,mobile_money,Lira,True,0
87.78,12,grocery_store,Gulu,True,0
1.4,17,restaurant,Entebbe,True,0
5.98,17,pharmacy,Jinja,True,0
494.2,11,restaurant,Gulu,True,0
2.91,17,supermarket,Mbarara,True,0
12.05,15,supermarket,Lira,True,0
2.96,10,fuel_station,Mbarara,True,0
27.42,19,fuel_station,Kampala,True,0
251.41,19,grocery_store,Kampala,True,0
1.37,16,mobile_money,Entebbe,True,0
4.82,15,transport,Jinja,True,0
14.74,15,transport,Lira,True,0
1.2,17,pharmacy,Gulu,True,0
7.21,18,telecom,Entebbe,True,0
224.64,12,mobile_money,Entebbe,True,0
49.99,8,electronics,Jinja,False,0
1.26,12,supermarket,Kampala,True,0
71.9,14,grocery_store,Mbarara,True,0
4.25,10,school,Lira,True,0
16.18,8,pharmacy,Lira,False,0
108.49,13,grocery_store,Mbarara,True,0
5.66,11,telecom,Gulu,True,0
433.74,10,pharmacy,Jinja,True,0
610.25,16,mobile_money,Kampala,True,0
581.29,15,electronics,Gulu,True,0
257.14,11,pharmacy,Entebbe,True,0
7.0,10,clothing,Mbarara,True,0
38.99,13,pharmacy,Jinja,True,0
1.4,9,fuel_station,Mbarara,False,0
2.79,16,mobile_money,Gulu,True,0
4.42,8,mobile_money,Kampala,False,0
109.05,18,grocery_store,Lira,True,0
7.01,8,electronics,Entebbe,False,0
2.81,17,school,Jinja,True,0
5.88,11,telecom,Lira,True,0
7.6,16,hospital,Mbarara,True,0
70.83,8,hospital,Jinja,False,0
1.29,16,pharmacy,Lira,True,0
12.11,12,mobile_money,Entebbe,True,0
94.25,13,hospital,Lira,True,0
14.13,11,transport,Mbarara,True,0
29.11,17,pharmacy,Mbarara,True,0
35.29,8,telecom,Gulu,False,0
4.69,16,transport,Entebbe,True,0
311.73,19,supermarket,Jinja,True,0
12.55,9,electronics,Entebbe,False,0
462.75,10,telecom,Kampala,True,0
1.44,13,transport,Jinja,True,0
3.11,10,mobile_money,Gulu,True,0
128.26,14,clothing,Entebbe,True,0
11.49,15,grocery_store,Kampala,True,0
4.64,9,restaurant,Jinja,False,0
39.45,10,clothing,Lira,True,0
256.41,10,pharmacy,Kampala,True,0
5.6,8,telecom,Entebbe,False,0
3.86,16,fuel_station,Jinja,True,0
2.94,8,school,Kampala,False,0
512.4,17,grocery_store,Entebbe,True,0
4.73,11,mobile_money,Kampala,True,0
10.85,8,fuel_station,Lira,False,0
2.36,15,pharmacy,Jinja,True,0
13.69,14,fuel_station,Kampala,True,0
16.04,12,transport,Lira,True,0
57.84,17,school,Jinja,True,0
124.79,12,pharmacy,Mbarara,True,0
15.38,17,hospital,Entebbe,True,0
14.77,17,restaurant,Mbarara,True,0
2.9,13,mobile_money,Jinja,True,0
40.04,17,telecom,Entebbe,True,0
2.39,19,hospital,Kampala,True,0
11.11,18,electronics,Jinja,True,0
76.92,15,pharmacy,Mbarara,True,0
65.06,16,supermarket,Gulu,True,0
6.9,12,transport,Kampala,True,0
40.46,8,school,Jinja,False,0
5.89,16,mobile_money,Gulu,True,0
580.27,16,electronics,Mbarara,True,0
116.78,11,fuel_station,Mbarara,True,0
3.62,8,restaurant,Entebbe,False,0
26.37,11,grocery_store,Kampala,True,0
1.42,8,pharmacy,Mbarara,False,0
145.83,15,supermarket,Jinja,True,0
3.02,8,restaurant,Jinja,False,0
67.22,14,grocery_store,Mbarara,True,0
4.25,10,telecom,Mbarara,True,0
147.1,10,fuel_station,Kampala,True,0
1.48,19,supermarket,Mbarara,True,0
125.8,14,supermarket,Gulu,True,0
38.41,16,transport,Kampala,True,0
220.41,11,supermarket,Entebbe,True,0
2.83,17,mobile_money,Kampala,True,0
4.72,14,mobile_money,Kampala,True,0
555.91,15,clothing,Kampala,True,0
16.13,17,clothing,Mbarara,True,0
498.93,11,school,Gulu,True,0
6.75,15,restaurant,Kampala,True,0
258.06,14,transport,Kampala,True,0
1.29,12,electronics,Lira,True,0
32.42,11,pharmacy,Kampala,True,0
5.95,13,clothing,Kampala,True,0
1.31,14,hospital,Kampala,True,0
645.8,15,clothing,Lira,True,0
59.62,14,mobile_money,Mbarara,True,0
91.16,12,grocery_store,Lira,True,0
12.91,16,mobile_money,Entebbe,True,0
3.75,11,pharmacy,Jinja,True,0
31.57,16,pharmacy,Lira,True,0
11.88,17,electronics,Kampala,True,0
322.0,10,grocery_store,Kampala,True,0
62.48,13,grocery_store,Kampala,True,0
7.32,18,transport,Gulu,True,0
553.86,10,hospital,Gulu,True,0
2.89,17,hospital,Entebbe,True,0
143.31,10,restaurant,Entebbe,True,0
3.19,15,supermarket,Lira,True,0
2.27,10,clothing,Entebbe,True,0
5.71,11,supermarket,Gulu,True,0
4.54,8,restaurant,Jinja,False,0
36.56,17,mobile_money,Lira,True,0
11.31,11,school,Entebbe,True,0
6.34,12,telecom,Lira,True,0
1.4,17,hospital,Lira,True,0
1.25,13,transport,Entebbe,True,0
7.4,11,restaurant,Gulu,True,0
3.21,12,fuel_station,Mbarara,True,0
307.34,11,hospital,Mbarara,True,0
27.71,13,supermarket,Lira,True,0
1.18,16,hospital,Lira,True,0
46.48,14,transport,Jinja,True,0
136.94,16,grocery_store,Jinja,True,0
71.46,14,mobile_money,Mbarara,True,0
1.61,12,hospital,Mbarara,True,0
120.12,10,telecom,Kampala,True,0
2.67,15,transport,Entebbe,True,0
4.37,13,hospital,Kampala,True,0
285.6,9,pharmacy,Jinja,False,0
28.07,10,telecom,Lira,True,0
7.47,15,mobile_money,Kampala,True,0
33.75,18,restaurant,Lira,True,0
575.53,14,pharmacy,Jinja,True,0
3.88,15,fuel_station,Mbarara,True,0
22.11,11,fuel_station,Mbarara,True,0
41.05,13,grocery_store,Lira,True,0
1.24,10,telecom,Entebbe,True,0
1.51,8,restaurant,Lira,False,0
12.82,17,grocery_store,Jinja,True,0
2.36,16,fuel_station,Kampala,True,0
55.5,16,pharmacy,Kampala,True,0
141.0,14,hospital,Mbarara,True,0
40.42,16,restaurant,Lira,True,0
605.62,17,hospital,Entebbe,True,0
549.42,10,hospital,Kampala,True,0
7.95,12,grocery_store,Gulu,True,0
617.54,19,pharmacy,Gulu,True,0
8.0,10,school,Gulu,True,0
260.43,15,clothing,Kampala,True,0
28.94,14,mobile_money,Lira,True,0
32.41,11,clothing,Gulu,True,0
80.08,10,hospital,Kampala,True,0
3.9,13,grocery_store,Kampala,True,0
1.4,14,electronics,Gulu,True,0
50.8,10,transport,Entebbe,True,0
2.38,19,pharmacy,Gulu,True,0
3.67,13,fuel_station,Lira,True,0
1.15,12,grocery_store,Kampala,True,0
2.79,11,pharmacy,Mbarara,True,0
60.99,11,school,Mbarara,True,0
48.96,19,hospital,Mbarara,True,0
30.31,10,grocery_store,Kampala,True,0
3.24,10,electronics,Lira,True,0
3.0,8,transport,Lira,False,0
43.45,17,restaurant,Entebbe,True,0
643.19,11,grocery_store,Gulu,True,0
15.33,13,transport,Kampala,True,0
6.78,14,grocery_store,Entebbe,True,0
1.19,8,pharmacy,Jinja,False,0
1.41,17,electronics,Mbarara,True,0
72.68,16,telecom,Gulu,True,0
2.97,18,transport,Jinja,True,0
34.12,10,supermarket,Gulu,True,0
605.15,10,clothing,Lira,True,0
595.48,16,grocery_store,Mbarara,True,0
14.1,11,restaurant,Entebbe,True,0
137.49,10,mobile_money,Gulu,True,0
74.95,19,fuel_station,Entebbe,True,0
59.65,15,hospital,Gulu,True,0
4.27,19,pharmacy,Entebbe,True,0
248.16,16,transport,Entebbe,True,0
1.32,19,clothing,Jinja,True,0
33.27,10,pharmacy,Kampala,True,0
526.68,15,supermarket,Jinja,True,0
31.75,13,clothing,Lira,True,0
46.4,13,transport,Gulu,True,0
3.55,17,mobile_money,Gulu,True,0
1.54,16,restaurant,Gulu,True,0
3.81,11,hospital,Entebbe,True,0
48.52,17,electronics,Kampala,True,0
57.7,12,telecom,Kampala,True,0
23.32,15,restaurant,Entebbe,True,0
12.09,12,supermarket,Entebbe,True,0
6.97,11,pharmacy,Jinja,True,0
2.34,14,hospital,Mbarara,True,0
47.49,17,electronics,Mbarara,True,0
6.7,18,restaurant,Jinja,True,0
1.35,9,pharmacy,Entebbe,False,0
457.02,15,restaurant,Kampala,True,0
1.59,16,supermarket,Mbarara,True,0
1.21,15,clothing,Entebbe,True,0
433.68,18,clothing,Lira,True,0
84.26,14,electronics,Kampala,True,0
313.14,10,restaurant,Kampala,True,0
41.89,18,restaurant,Mbarara,True,0
1.46,17,telecom,Mbarara,True,0
4.35,10,fuel_station,Gulu,True,0
465.36,9,transport,Kampala,False,0
35.61,10,restaurant,Entebbe,True,0
12.61,12,telecom,Gulu,True,0
12.8,11,fuel_station,Gulu,True,0
3.01,8,hospital,Jinja,False,0
12.73,12,supermarket,Lira,True,0
1.54,16,electronics,Mbarara,True,0
2.45,13,grocery_store,Lira,True,0
279.78,14,transport,Mbarara,True,0
43.05,12,school,Jinja,True,0
21.69,9,restaurant,Mbarara,False,0
3.21,9,transport,Mbarara,False,0
1.28,19,pharmacy,Lira,True,0
1.53,15,clothing,Kampala,True,0
613.47,14,grocery_store,Entebbe,True,0
122.31,13,fuel_station,Entebbe,True,0
7.21,18,mobile_money,Gulu,True,0
509.47,17,restaurant,Entebbe,True,0
52.59,13,fuel_station,Jinja,True,0
7.63,17,telecom,Kampala,True,0
2.34,11,mobile_money,Kampala,True,0
549.11,12,electronics,Lira,True,0
122.49,17,mobile_money,Kampala,True,0
44.55,13,hospital,Mbarara,True,0
60.25,9,telecom,Entebbe,False,0
62.88,17,pharmacy,Lira,True,0
73.39,15,pharmacy,Jinja,True,0
557.99,13,fuel_station,Mbarara,True,0
93.83,12,telecom,Lira,True,0
275.42,16,fuel_station,Mbarara,True,0
5.52,9,supermarket,Lira,False,0
1.58,19,supermarket,Entebbe,True,0
3.29,16,grocery_store,Mbarara,True,0
14.99,15,electronics,Gulu,True,0
1.43,9,fuel_station,Lira,False,0
69.05,8,grocery_store,Mbarara,False,0
11.09,11,transport,Lira,True,0
34.08,15,supermarket,Gulu,True,0
90.34,19,restaurant,Gulu,True,0
86.92,18,fuel_station,Kampala,True,0
3.17,10,telecom,Jinja,True,0
628.29,14,mobile_money,Jinja,True,0
645.76,10,clothing,Gulu,True,0
34.06,12,supermarket,Entebbe,True,0
4.27,16,supermarket,Kampala,True,0
13.34,10,fuel_station,Entebbe,True,0
55.53,10,pharmacy,Entebbe,True,0
11.18,13,hospital,Gulu,True,0
2.56,18,supermarket,Entebbe,True,0
2.9,8,electronics,Entebbe,False,0
146.79,8,hospital,Lira,False,0
122.64,15,transport,Jinja,True,0
151.92,8,grocery_store,Jinja,False,0
52.4,11,electronics,Kampala,True,0
11.72,10,fuel_station,Kampala,True,0
80.63,9,school,Jinja,False,0
74.41,13,fuel_station,Gulu,True,0
34.03,15,pharmacy,Jinja,True,0
71.56,13,clothing,Jinja,True,0
4.35,14,electronics,Mbarara,True,0
1.28,11,grocery_store,Lira,True,0
43.42,10,electronics,Jinja,True,0
6.78,15,mobile_money,Mbarara,True,0
255.35,11,grocery_store,Jinja,True,0
455.67,15,mobile_money,Kampala,True,0
3.07,14,telecom,Kampala,True,0
44.45,11,hospital,Lira,True,0
41.97,10,supermarket,Kampala,True,0
108.13,15,fuel_station,Kampala,True,0
285.78,13,restaurant,Entebbe,True,0
74.54,18,grocery_store,Jinja,True,0
4.73,11,restaurant,Mbarara,True,0
52.96,15,fuel_station,Gulu,True,0
7.53,11,mobile_money,Entebbe,True,0
63.17,13,supermarket,Entebbe,True,0
44.56,13,hospital,Lira,True,0
38.77,19,fuel_station,Mbarara,True,0
3.8,10,transport,Entebbe,True,0
3.85,12,school,Mbarara,True,0
3.04,15,telecom,Entebbe,True,0
270.5,10,fuel_station,Lira,True,0
59.15,16,electronics,Gulu,True,0
221.55,9,telecom,Gulu,False,0
157.59,10,pharmacy,Entebbe,True,0
12.19,10,transport,Entebbe,True,0
3.0,15,supermarket,Jinja,True,0
1.22,8,fuel_station,Jinja,False,0
15.88,8,restaurant,Entebbe,False,0
25.84,12,mobile_money,Entebbe,True,0
1.1,12,grocery_store,Lira,True,0
26.19,19,pharmacy,Lira,True,0
47.59,9,restaurant,Jinja,False,0
3.53,19,hospital,Mbarara,True,0
2.6,14,pharmacy,Kampala,True,0
5.81,11,clothing,Gulu,True,0
15.3,16,clothing,Gulu,True,0
29.72,17,fuel_station,Gulu,True,0
16.03,9,mobile_money,Lira,False,0
301.0,10,hospital,Mbarara,True,0
48.43,13,clothing,Gulu,True,0
47.84,13,school,Lira,True,0
217.52,9,clothing,Gulu,False,0
92.2,8,grocery_store,Kampala,False,0
53.92,15,grocery_store,Jinja,True,0
219.95,8,pharmacy,Jinja,False,0
41.13,16,transport,Entebbe,True,0
111.94,17,restaurant,Gulu,True,0
7.55,10,transport,Jinja,True,0
6.39,18,restaurant,Mbarara,True,0
13.18,13,hospital,Kampala,True,0
35.03,12,supermarket,Jinja,True,0
478.53,11,transport,Jinja,True,0
3.08,14,supermarket,Mbarara,True,0
4.85,17,clothing,Entebbe,True,0
15.54,15,supermarket,Mbarara,True,0
32.88,9,transport,Gulu,False,0
513.47,14,fuel_station,Kampala,True,0
3.57,10,transport,Kampala,True,0
39.46,15,restaurant,Entebbe,True,0
56.55,13,hospital,Gulu,True,0
27.13,14,restaurant,Mbarara,True,0
35.32,11,supermarket,Jinja,True,0
52.17,10,hospital,Gulu,True,0
1.59,14,school,Gulu,True,0
48.41,17,electronics,Jinja,True,0
13.09,14,hospital,Entebbe,True,0
45.3,14,grocery_store,Mbarara,True,0
3.91,10,clothing,Lira,True,0
34.4,14,school,Jinja,True,0
13.88,13,school,Entebbe,True,0
1.11,14,supermarket,Entebbe,True,0
15.82,8,grocery_store,Gulu,False,0
15.97,15,telecom,Kampala,True,0
51.99,9,supermarket,Lira,False,0
3.61,15,supermarket,Kampala,True,0
300.24,12,grocery_store,Mbarara,True,0
235.88,16,restaurant,Gulu,True,0
552.14,15,transport,Gulu,True,0
13.22,16,hospital,Lira,True,0
43.05,14,fuel_station,Lira,True,0
13.29,16,supermarket,Kampala,True,0
24.59,14,electronics,Kampala,True,0
2.19,14,fuel_station,Jinja,True,0
32.66,13,supermarket,Mbarara,True,0
11.81,15,grocery_store,Jinja,True,0
4.16,15,school,Gulu,True,0
3.63,9,clothing,Entebbe,False,0
7.38,10,clothing,Lira,True,0
14.11,10,restaurant,Kampala,True,0
4.35,17,hospital,Lira,True,0
1.57,11,pharmacy,Entebbe,True,0
323.61,11,supermarket,Entebbe,True,0
62.32,14,mobile_money,Lira,True,0
2.9,12,electronics,Kampala,True,0
59.43,18,pharmacy,Entebbe,True,0
110.88,15,pharmacy,Entebbe,True,0
22.86,9,clothing,Lira,False,0
136.69,11,mobile_money,Lira,True,0
2.63,16,supermarket,Kampala,True,0
2.57,17,telecom,Mbarara,True,0
292.6,14,telecom,Entebbe,True,0
1.5,15,transport,Gulu,True,0
28.11,13,pharmacy,Mbarara,True,0
15.71,10,electronics,Lira,True,0
4.51,15,supermarket,Kampala,True,0
45.28,12,grocery_store,Gulu,True,0
1.56,16,grocery_store,Entebbe,True,0
12.13,14,clothing,Mbarara,True,0
15.48,11,clothing,Kampala,True,0
5.77,14,mobile_money,Entebbe,True,0
14.16,13,restaurant,Entebbe,True,0
28.84,17,electronics,Mbarara,True,0
73.95,19,fuel_station,Kampala,True,0
263.08,13,mobile_money,Mbarara,True,0
261.05,15,grocery_store,Kampala,True,0
6.0,12,transport,Lira,True,0
93.75,13,transport,Entebbe,True,0
28.24,15,pharmacy,Mbarara,True,0
1.46,8,school,Entebbe,False,0
557.97,16,transport,Gulu,True,0
61.5,9,restaurant,Jinja,False,0
2.99,12,restaurant,Gulu,True,0
7.62,13,mobile_money,Entebbe,True,0
43.91,8,clothing,Lira,False,0
12.83,18,fuel_station,Lira,True,0
13.33,17,school,Gulu,True,0
30.95,10,clothing,Kampala,True,0
39.68,10,telecom,Entebbe,True,0
5.45,19,clothing,Jinja,True,0
118.72,10,telecom,Mbarara,True,0
4.74,11,pharmacy,Gulu,True,0
1.53,19,school,Mbarara,True,0
5.98,19,fuel_station,Mbarara,True,0
436.27,8,hospital,Kampala,False,0
3.23,14,clothing,Jinja,True,0
12.13,12,mobile_money,Entebbe,True,0
128.34,13,telecom,Mbarara,True,0
2.41,8,clothing,Entebbe,False,0
603.5,11,transport,Gulu,True,0
3.3,17,electronics,Jinja,True,0
72.45,12,electronics,Jinja,True,0
1.39,15,restaurant,Gulu,True,0
5.84,15,restaurant,Entebbe,True,0
14.97,10,grocery_store,Kampala,True,0
86.54,13,supermarket,Jinja,True,0
50.01,16,restaurant,Mbarara,True,0
4.72,19,school,Kampala,True,0
2.17,11,mobile_money,Entebbe,True,0
47.13,9,school,Jinja,False,0
31.06,13,clothing,Mbarara,True,0
37.04,14,fuel_station,Kampala,True,0
96.85,19,transport,Mbarara,True,0
501.8,15,restaurant,Jinja,True,0
7.4,11,telecom,Jinja,True,0
4.61,19,electronics,Jinja,True,0
286.45,14,telecom,Kampala,True,0
223.69,10,restaurant,Kampala,True,0
2.21,18,telecom,Entebbe,True,0
23.32,10,hospital,Entebbe,True,0
27.74,15,transport,Jinja,True,0
260.86,18,restaurant,Lira,True,0
1.4,16,restaurant,Kampala,True,0
70.73,9,clothing,Kampala,False,0
27.32,16,pharmacy,Jinja,True,0
131.93,14,restaurant,Kampala,True,0
227.52,14,hospital,Lira,True,0
27.09,12,telecom,Kampala,True,0
71.37,17,electronics,Lira,True,0
1.24,9,mobile_money,Kampala,False,0
589.17,11,telecom,Mbarara,True,0
13.91,14,supermarket,Gulu,True,0
8.04,12,supermarket,Gulu,True,0
44.94,12,restaurant,Gulu,True,0
3.66,8,pharmacy,Kampala,False,0
131.89,15,electronics,Gulu,True,0
6.59,18,pharmacy,Lira,True,0
27.74,13,grocery_store,Gulu,True,0
4.1,19,mobile_money,Jinja,True,0
4.32,15,pharmacy,Entebbe,True,0
63.81,10,clothing,Entebbe,True,0
24.48,12,hospital,Lira,True,0
2.57,17,grocery_store,Mbarara,True,0
